event_true signal_true reaction_true muonmom muoncos muonpull ntracks negpionmom pospions pospionmom pospiontheta pospionz pi0elpull piontotale energybalance nue muonpos muonz fgdcos effpullx effpully efftime
40 0 0 2898.2531027 0.906847621356 -1.28196618826 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -204.256818807 -305.389571336 3902.97453899 270.856092817 14710.7670549 0.804177010936 0.574355294767 -2.3323978748 0.602761881491
41 0 0 2890.50913772 0.948862168705 -1.03257287289 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -45.0035652197 -305.7010251 5031.44534003 109.959675489 14821.7573446 0.747339858674 0.549152003645 -2.35592966756 0.73470069563
42 0 0 2862.50679081 1.17021887643 -1.17506602642 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 63.9086273252 -304.233020543 4409.48124909 582.495960226 14857.463408 0.898617868717 0.474433467369 -2.31753666192 0.610001698725
43 0 0 2732.81339132 0.849290164054 -1.14397525686 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 46.3296289793 -303.660598449 4028.2612038 147.101743744 14761.6010347 0.787390168281 0.506000222866 -2.32983766391 0.592337566841
44 0 0 3014.07046654 0.782553062343 -1.04113947393 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -111.097372654 -307.029376675 5164.22559796 371.393425649 14841.7213231 0.726966528151 0.537634236159 -2.35853605639 0.532455105316
45 0 0 2849.9649495 0.8359491996 -1.2910761286 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 15.4932069392 -307.156549504 2802.62819633 196.816339742 14891.0912054 0.646494726464 0.529306482757 -2.3403110233 0.720266446676
46 0 0 3028.22137598 1.13475295463 -1.1062891247 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 31.8019384072 -305.824661644 4056.55334295 416.494483122 14738.4869742 0.883325680438 0.447131296742 -2.33728784991 0.476718312614
47 0 0 2709.91258799 0.962548807004 -0.824005107894 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -38.1095948884 -304.692836585 5084.74579576 396.318324726 14748.3676675 1.24609479802 0.482704468819 -2.33799276523 0.597917343389
48 0 0 2766.78405758 0.848994884453 -1.02465295044 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 72.8257964105 -304.640232427 4651.9101776 337.728548111 14851.7024144 0.729082868747 0.394395379977 -2.34254655291 0.584156568464
49 0 0 2927.43631114 0.84427823316 -1.06169267502 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 77.5688532963 -305.501257749 4757.06852392 411.941633763 15019.8443284 0.785876685567 0.399304069102 -2.35114115138 0.597688053763
50 0 1 229.450929593 0.642173368578 -0.713176850695 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 71.5482088047 -558.318645653 -359.013459374 430.277669792 2417.89489717 -999.9 -0.842423815102 -1.04524688133 1.32932198421
51 0 1 215.292367614 0.75629373556 -0.679450199659 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 -5.85759065036 -556.315460052 2176.20633947 422.328525183 2443.35488505 -999.9 -0.880698238213 -1.035791295 1.00828502647
52 0 1 403.364156911 0.606440104253 -0.549065561351 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 -161.639385231 -559.458738787 478.114711737 648.487802495 2556.12100934 -999.9 -0.78861493555 -1.04582463438 1.08978051984
53 0 1 189.097987963 0.769462181302 -0.573451191747 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 41.8318827638 -557.572647471 1697.66899376 312.685164684 2575.58685949 -999.9 -0.836254466549 -1.03115585431 1.24940006727
54 0 1 186.999526926 0.715228089114 -0.495353470285 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 63.096449623 -557.398186013 1139.80414477 567.209041931 2523.12005212 -999.9 -0.874643447177 -1.05314025288 1.23320808651
55 0 1 214.974928144 0.723309263997 -0.696743109707 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 35.6427182499 -558.803863482 -922.563203421 488.156473884 2678.18744493 -999.9 -0.895640114878 -1.01223737737 1.01650330945
56 0 1 343.685944062 0.880274384865 -0.315294692377 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 59.6874556156 -558.691469677 1856.24384359 389.082819285 2673.54218348 -999.9 -0.799245150743 -1.03650453517 1.15646500062
57 0 1 259.92308098 0.57035277877 -0.615833155799 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 28.5022582868 -560.158253396 3215.80900062 572.299497217 2445.66859986 -999.9 -0.834443311868 -1.05165391908 1.23047354916
58 0 1 219.204239231 0.494840024646 -0.727520178538 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 -26.9070528683 -558.689833788 2688.6728107 404.282791396 2534.83591222 -999.9 -0.882575155253 -1.01628491872 1.16236930009
59 0 1 130.074744076 0.68765577767 -0.796474462165 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 117.2611819 -561.827456207 -1329.01178015 456.231029174 2556.43436642 -999.9 -0.764000654302 -1.04737762671 1.20416799727
60 0 3 818.138264109 0.836777184986 -0.506963171638 1 -999.9 1 -8.46574000908 1.75165107264 45.9852439771 -999.9 120.766237589 -345.899948259 909.679374304 419.954022657 8123.04839369 -999.9 -0.357951337628 -1.50341280941 0.625320499998
61 0 3 891.06059498 0.918418833986 -0.835321726092 1 -999.9 1 370.002847821 1.52303695913 -488.990904195 -999.9 168.967451992 -344.993623184 -201.044850871 335.213948533 8027.74003278 -999.9 -0.278186265189 -1.5458522781 0.403968319747
62 0 3 750.537130034 0.836922437503 -0.6060542803 1 -999.9 1 -104.125813298 1.73674143979 -45.4948661321 -999.9 96.8668020912 -345.981085822 2442.24863091 466.635100506 8108.84999363 -999.9 -0.348874527708 -1.54091838612 0.48348361488
63 0 3 792.386691861 0.980927312654 -0.484397039148 1 -999.9 1 307.028832716 1.24430914014 -80.5362505365 -999.9 99.1684390409 -344.898617672 1101.42775673 306.205093673 8051.16588048 -999.9 -0.370938791096 -1.56666242838 0.671878050961
64 0 3 742.57438796 0.742049671122 -0.548264751142 1 -999.9 1 367.469004359 1.22584952437 -523.869486671 -999.9 237.376230489 -345.027787503 -468.872097985 520.117943535 7979.76329774 -999.9 -0.345042781175 -1.55073237515 0.614068882321
65 0 3 805.534045288 1.07966010877 -0.601848509504 1 -999.9 1 403.539247168 1.2697170969 -210.822147243 -999.9 53.3198525515 -344.169663181 1294.61398173 516.874753181 8088.46132205 -999.9 -0.243972060327 -1.51356332539 0.713706397622
66 0 3 734.777633086 0.988688922068 -0.664675605819 1 -999.9 1 177.795397864 1.47384306707 -192.167341918 -999.9 50.4502297097 -344.921038581 2157.03287778 586.602247442 8309.36640219 -999.9 -0.321918722971 -1.56298141435 0.550462681888
67 0 3 729.947379696 0.850791268377 -0.155659975332 1 -999.9 1 275.899867616 1.41241662862 -113.452323892 -999.9 154.375992371 -346.396855996 1398.23537062 503.589217026 7908.4795975 -999.9 -0.332610162447 -1.52402763247 0.51538496766
68 0 3 680.787293876 1.11040346103 -0.355619444618 1 -999.9 1 77.1766319952 1.43259602599 -218.729136071 -999.9 73.0837837462 -346.05168843 2794.72030078 454.395290706 8006.51691512 -999.9 -0.391553811349 -1.48316917429 0.63965134024
69 0 3 620.351320641 0.907926693297 -0.427824802963 1 -999.9 1 302.845803279 1.70217990992 407.908865142 -999.9 61.0591971343 -343.650842858 509.358730279 426.558784139 7801.98495857 -999.9 -0.363338709449 -1.54181331705 0.534737008236
70 0 5 400.620430877 0.855949013298 0.731389486452 1 -999.9 1 2303.49594161 -0.338512595495 -2855.79989624 -999.9 -999.9 -458.257145426 2117.68362796 465.509885054 1503.98756263 -999.9 -1.39879704588 -0.456180866221 0.648869856648
71 0 5 371.050448559 1.06778849401 0.902836768101 1 -999.9 1 1924.21159197 0.479122031713 -2855.79989624 -999.9 -999.9 -459.071005488 1955.88008714 335.128913309 1382.28103912 -999.9 -1.44753083501 -0.422865623804 0.635363963303
72 0 5 384.645491481 0.818086084584 1.14027783591 1 -999.9 1 2163.39558774 0.484911409793 -2855.79989624 -999.9 -999.9 -459.264987543 3099.12497835 446.699499407 1296.48056796 -999.9 -1.33674631355 -0.448977363622 0.827483021103
73 0 5 395.90322834 0.875584508339 0.937894015291 1 -999.9 1 1991.07630879 -0.150740609193 -2855.79989624 -999.9 -999.9 -457.975540932 827.510311522 509.303496944 1331.92742124 -999.9 -1.43988135204 -0.468663910027 0.589536787017
74 0 5 408.15007246 0.84377599947 0.960221392684 1 -999.9 1 1859.62084605 -0.0882744916195 -2855.79989624 -999.9 -999.9 -458.865338043 1309.12324412 372.788781838 1465.55633018 -999.9 -1.31409103369 -0.444453850768 0.766538488439
75 0 5 260.352403837 0.904199511185 1.14787382848 1 -999.9 1 2045.67040394 0.539558441146 -2855.79989624 -999.9 -999.9 -457.505492823 1640.50177697 442.05621086 1482.54344729 -999.9 -1.30112282928 -0.443610023005 0.569375446206
76 0 5 328.163964378 0.993567364244 0.933828885807 1 -999.9 1 2000.67696259 -0.0782310884536 -2855.79989624 -999.9 -999.9 -460.111308667 3572.72608427 361.306365909 1256.59738702 -999.9 -1.30705279166 -0.487144761113 0.447547236762
77 0 5 202.100393811 0.902145399177 1.19862025324 1 -999.9 1 1853.25649022 0.0925695653198 -2855.79989624 -999.9 -999.9 -456.759338054 716.007756881 474.083410357 1566.64220967 -999.9 -1.380192257 -0.461574572722 0.624220512587
78 0 5 446.635635148 0.794675453613 1.14775397701 1 -999.9 1 2272.30766865 -0.0202094397612 -2855.79989624 -999.9 -999.9 -456.383824021 1386.17657857 495.914944448 1528.65819364 -999.9 -1.37608350306 -0.416876552336 0.654551795544
79 0 5 214.333448961 0.85475515232 1.20129140269 1 -999.9 1 1938.7790601 0.233206300065 -2855.79989624 -999.9 -999.9 -458.42281349 2778.54705982 357.69449988 1561.03582403 -999.9 -1.39664193076 -0.471788318278 0.716216919483
80 0 0 1575.21356464 0.659405988552 1.71821855968 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 14.4081046729 -274.189672342 3585.81034328 100.869044434 6362.54129335 -999.9 -0.509483839738 -1.29721960554 0.317823501489
81 0 0 1530.4791383 0.761084304359 1.71900576351 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 -5.38381308168 -274.248877755 6274.75791286 243.229725823 6349.35368872 -999.9 -0.451376266067 -1.28843702505 0.530916194833
82 0 0 1703.07668898 0.825334263574 1.81003086462 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 109.435169113 -274.900999353 4241.74824397 26.0727968073 6435.4099476 -999.9 -0.436446333502 -1.29029118912 0.256687620929
83 0 0 1837.28463787 0.572815677937 1.69232088426 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 -15.5001498362 -274.383333006 5051.104513 209.276043025 6265.1314533 -999.9 -0.432718033833 -1.21493449064 0.27687586411
84 0 0 1653.32723092 0.745595997106 1.84991138702 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 14.864104941 -277.024460951 5673.49977982 146.324096185 6368.74792633 -999.9 -0.421037835517 -1.30636404334 0.285995981888
85 0 0 1678.61192864 0.702526453137 1.75859493185 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 104.811443376 -276.459560581 2828.98502037 296.386833677 6580.12784556 -999.9 -0.399019303723 -1.28256102646 0.466669091063
86 0 0 1687.14830497 0.853507761238 1.71275207298 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 -5.20449067938 -274.188220938 4670.56488837 241.850671872 6293.97821988 -999.9 -0.408185112876 -1.28482100338 0.596440331578
87 0 0 1747.25559303 0.773214638438 1.81061663664 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 72.5866763624 -276.128418795 5036.98756895 153.166176977 6465.35562528 -999.9 -0.454094503497 -1.2606971548 0.179108404494
88 0 0 1676.88786941 0.812865371397 1.84357378018 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 -15.1419503212 -275.760331182 5295.24857298 154.862409483 6404.02324153 -999.9 -0.449474053507 -1.3012017476 0.34701885906
89 0 0 1628.0437239 0.673769126793 1.88998555224 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 53.2053177203 -275.226551482 3019.89800639 255.331461472 6522.90270351 -999.9 -0.447559980632 -1.27847250691 0.338495452575
100 0 0 392.571636093 0.819647348486 -1.07576434978 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -79.4238817538 -116.39815752 1031.26099669 443.113360222 3142.89091149 -999.9 -0.642541441085 -1.29285089601 0.50677120259
101 0 0 356.877131117 1.03525210179 -1.22305983297 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -71.4724761009 -117.25794799 286.741140576 359.584035859 3111.93173173 -999.9 -0.65964816627 -1.28154553229 0.639283187221
102 0 0 492.800595442 1.12929580317 -1.23397717887 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 78.0202936605 -117.433014199 546.287468493 207.372408904 2978.10701429 -999.9 -0.581865010817 -1.22938354073 0.673577917571
103 0 0 384.708419718 0.973384136877 -1.11576557889 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 17.395765034 -117.033407308 989.11009613 430.200754426 3089.86761224 -999.9 -0.585066220501 -1.23317950727 0.584546578985
104 0 0 321.245279499 0.884605163569 -1.04238476094 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 34.9780287126 -117.062595414 600.21456558 197.342662234 2885.03575916 -999.9 -0.686822055943 -1.27023237157 0.374792246914
105 0 0 421.078992285 0.959672585223 -1.08814756083 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 31.1924634765 -117.332718612 1445.13507853 414.325436525 2914.74325435 -999.9 -0.59486292666 -1.22957691285 0.569972681785
106 0 0 416.312953593 1.02963217932 -0.909557494597 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -7.45709885191 -116.9414383 937.382259123 211.067131391 2914.37657432 -999.9 -0.59631207417 -1.26142993582 0.541228234125
107 0 0 298.499385171 0.831394523386 -0.981793506785 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 45.8971044383 -117.249247007 2947.04046598 247.442406997 2956.40516535 -999.9 -0.600558608441 -1.26770966098 0.59024699742
108 0 0 420.242697947 0.846050742603 -1.08574962337 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 91.8336076366 -117.120757901 248.434319712 292.339938459 2959.04027292 -999.9 -0.600492520656 -1.25094035706 0.60037985566
109 0 0 344.543854135 1.0438328029 -1.11970263391 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 99.0094214808 -117.168162479 772.34613665 237.273397478 3013.72952453 -999.9 -0.62718776889 -1.25393634063 0.554774286089
110 0 0 505.013472782 1.01813950827 0.655177781824 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 53.8383146917 -57.7965912609 1290.65313409 557.788399901 7519.6301794 -999.9 -1.03505127964 -0.9196642821 0.420028618045
111 0 0 349.827420596 0.940765023232 0.568498127745 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 47.2989681366 -58.0779872284 2145.39511222 373.061006074 7603.01728515 -999.9 -0.94623424712 -0.969653681098 0.328578798332
112 0 0 527.129236746 0.878377907566 0.550122012733 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 189.490672032 -58.4663946532 -256.821330153 371.577209317 7489.83123474 -999.9 -1.02768393413 -0.955566981083 0.308797547891
113 0 0 458.019348499 1.07304088613 0.449074979443 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 106.509510863 -59.0126442066 1444.4454869 320.633727971 7317.87569645 -999.9 -0.911192074678 -0.935645136668 0.201859777646
114 0 0 333.831438493 0.853871532116 0.635629097301 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 70.7517081846 -59.5990539617 -774.630082827 479.565454247 7319.78749724 -999.9 -1.05734617264 -0.984545737286 0.416990417216
115 0 0 403.790258261 0.8377801158 0.418125236438 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 60.630058481 -60.0198540632 313.532662105 380.13235696 7361.74341636 -999.9 -1.032614964 -0.943060267701 0.387812837531
116 0 0 395.266245958 1.07978472696 0.196537616709 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 5.87069530319 -59.2582177614 640.566740643 224.704108506 7529.20785959 -999.9 -0.947275394322 -0.984675374348 0.378121892122
117 0 0 477.857086446 0.839223563815 0.42566316648 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -3.1968690698 -57.4624467621 -753.323426478 478.173060251 7399.58909001 -999.9 -1.00194253891 -0.957237091251 0.56203380452
118 0 0 530.622680982 0.917771077016 0.226612856262 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 26.3486275435 -58.6075661103 1883.4060952 480.088320719 7422.36283253 -999.9 -1.02256123007 -0.902415080606 0.385728225506
119 0 0 440.24083194 1.18817996089 0.371336012217 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 10.8774036196 -58.575752819 900.995301728 260.160941048 7334.46260871 -999.9 -0.990828024218 -0.964237633264 0.179239569969
120 0 6 1003.22368816 0.0602051318157 -3.77749904204 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 59.404199562 -390.949921892 4716.60642048 357.514377309 228.029899024 0.0757414767598 -0.487602502695 -1.22576371889 1.21094198808
121 0 6 838.665916543 0.0243238484953 -3.82391713986 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 -112.290991779 -392.541660494 4929.7044659 127.215368671 217.1643959 -0.0792558176443 -0.448313063403 -1.24657862782 0.940529167993
122 0 6 989.251656091 0.226481175289 -3.53969797659 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 30.3792010016 -392.628963003 3707.13809179 194.712357425 302.530157916 0.386727085058 -0.506810072047 -1.28249935107 1.08162345523
123 0 6 875.641792972 0.0917924673691 -3.34126745483 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 -120.257764091 -392.202147599 3938.95880618 201.510401921 95.4807692463 0.279397021342 -0.465402014533 -1.25339142908 1.19953927371
124 0 6 972.320400463 -0.133257243456 -3.66298961944 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 4.72198023858 -393.203207184 2773.84215366 255.940864517 187.725575973 0.158975123521 -0.477530572582 -1.27061657689 1.21610877672
125 0 6 867.680282477 0.0327820366966 -3.52600420497 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 29.2896782176 -391.356446783 5026.62538595 92.2713111602 182.20091037 0.0163301577976 -0.412357861997 -1.25818556434 1.20307737883
126 0 6 916.952243034 0.0513224512239 -3.58234971224 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 -28.7099826477 -391.445156606 5765.02701547 309.105981943 163.387142209 0.145275560115 -0.408283191296 -1.24678881731 1.13712254935
127 0 6 979.083431796 -0.0805339234415 -3.57961710464 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 98.7592188048 -392.249527812 5065.78221544 429.609132085 -27.7961050455 0.115056559378 -0.48872037151 -1.24928390727 1.01274573549
128 0 6 958.106776735 0.0504007690586 -3.63598380289 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 112.868587342 -391.407479283 4871.78552065 407.634789486 31.3854280539 0.222901935323 -0.529657205614 -1.27706064066 1.25571189185
129 0 6 970.246773947 0.0486282941885 -3.59521240422 2 -999.9 0 -999.9 -999.9 -999.9 -999.9 11.3631588106 -390.938132128 4393.22526961 161.484878514 6.69021417946 0.193500570543 -0.430936448559 -1.24651330009 1.12116361095
140 0 0 392.696299745 0.63090720363 -0.239166406127 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -69.4809109956 -572.80791533 646.049503602 468.4725325 1881.15568905 -999.9 -2.08306615595 0.10223745116 1.03354213892
141 0 0 674.3793597 0.59640001322 -0.595008384526 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -88.6458390309 -573.730879949 1407.71735243 451.76211399 1993.40477828 -999.9 -2.13662004598 0.110751953966 1.07226357262
142 0 0 889.72686405 0.387033042057 -0.372172867181 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -106.407917777 -574.181315724 1054.71406738 404.771983381 1755.2207983 -999.9 -2.09860757244 0.123881339416 0.935851315526
143 0 0 890.093824709 0.739519411456 -0.661893583392 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 16.9071885148 -574.818360588 996.603247959 382.877003066 1728.06907264 -999.9 -2.04584488797 0.128464237647 0.964019720794
144 0 0 659.389940674 0.739189894008 -0.611424187543 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 13.6207939846 -574.154240395 996.869757757 225.686889365 1869.01133033 -999.9 -2.12398044105 0.163670042459 1.06644065771
145 0 0 584.26152471 0.656609977316 -0.860909965205 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -88.9797791508 -574.455628483 957.988380645 312.459782454 1888.60411263 -999.9 -2.00797247409 0.121847802952 0.84649445559
146 0 0 703.9631282 0.675620552944 -0.513643802267 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -70.365577985 -571.676234136 -587.457233675 324.873841333 2034.33547475 -999.9 -2.06988369816 0.146482929187 0.958058847609
147 0 0 501.565479666 0.67585907616 -0.725027208375 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 58.9967591285 -573.785799738 1957.11075085 579.801208703 1787.97006305 -999.9 -2.11119213063 0.116873791749 0.949018556141
148 0 0 645.64133368 0.693577784665 -0.620513609634 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 11.9863606625 -573.973556297 443.51228689 453.193631346 1865.25997532 -999.9 -2.04420867237 0.155883809868 0.892734599552
149 0 0 657.292446919 0.556159049459 -0.484055934754 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -64.007297352 -573.371183903 1648.96433675 251.591495662 1785.22651859 -999.9 -2.01582670858 0.0878450119123 0.938447388193
150 0 1 221.715804547 0.861755605677 -0.796545274809 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -48.7491133101 100.24701471 2475.69208717 364.677551337 1536.85026499 -999.9 -0.0828844037429 -1.73988956665 0.977543996875
151 0 1 297.019395962 0.757390088869 -0.320237505216 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -43.3323458798 100.694861104 1112.11709104 245.511774853 1601.99711466 -999.9 -0.0103285107316 -1.71897547624 1.05459049345
152 0 1 110.626821857 0.75589660788 -0.698629089448 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -22.9543575692 101.132453892 1173.22921623 268.64591704 1669.02339141 -999.9 -0.139780604463 -1.72013696554 1.10727111511
153 0 1 357.190554714 0.916168108582 -0.229403334775 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -19.1836356641 101.511481997 428.599581435 61.3522828964 1571.00268826 -999.9 -0.172153476791 -1.7137693731 1.22405705272
154 0 1 474.653569883 0.736737854671 -0.761875835402 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -4.99722720938 100.896079301 3392.99358052 210.436113453 1495.87129531 -999.9 -0.12078055945 -1.71221600962 0.936333425465
155 0 1 156.763569344 0.849790100709 -0.934907314903 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -37.8572795993 100.7337539 1032.27803841 365.216552316 1633.10963396 -999.9 -0.242341876878 -1.72072746283 1.08591972222
