event_true signal_true reaction_true muonmom muoncos muonpull ntracks negpionmom pospions pospionmom pospiontheta pospionz pi0elpull piontotale energybalance nue muonpos muonz fgdcos effpullx effpully efftime
75 1 2 793.428443338 0.814755826355 0.724511094068 2 -999.9 1 3393.17110317 0.0658592082572 -2663.12442017 -999.9 -999.9 296.065654415 6734.9236863 337.239688281 8146.64814177 -999.9 2.73279138099 2.65682675979 0.412975875482
76 1 2 904.999029436 0.728955355193 1.05686465846 2 -999.9 1 3132.05370499 0.546156852758 -2663.12442017 -999.9 -999.9 296.178231783 7309.90792385 202.317141201 8060.4885023 -999.9 2.60566097719 2.682615692 0.1858144088
77 1 2 967.603026973 0.764402208477 0.747459542984 2 -999.9 1 2935.18824094 -0.0487087324575 -2663.12442017 -999.9 -999.9 296.300700224 6991.82283516 217.202059463 7994.76077092 -999.9 2.61815420071 2.66481974978 0.233975702059
78 1 2 831.088311868 0.898031117413 1.12483049803 2 -999.9 1 3177.28883353 0.393795521097 -2663.12442017 -999.9 -999.9 294.822723538 7596.05795231 342.303683327 8087.78554987 -999.9 2.74372078726 2.69201665419 0.267113555345
79 1 2 900.355740889 0.915018234525 1.16373511127 2 -999.9 1 3185.72711116 -0.0991120844847 -2663.12442017 -999.9 -999.9 295.500839144 8489.7364829 199.607054878 8065.28882919 -999.9 2.62016288134 2.63990033729 0.460335986074
90 1 2 2529.65317603 0.982730388846 1.14094045198 1 -999.9 1 416.030504582 0.59461865723 -669.567824346 -999.9 295.099173389 606.111068453 5031.82171929 441.94632342 11995.6675223 -999.9 1.8030006779 1.72213838516 0.0157258928937
91 1 2 2397.29386969 0.874883306007 1.16824905047 1 -999.9 1 163.960201046 0.940402373089 -700.064311504 -999.9 265.115379841 604.885893593 5198.75340109 258.439527412 12246.8582429 -999.9 1.81638622942 1.70331441599 -0.215574860464
92 1 2 2485.66105132 1.095267493 1.11237975312 1 -999.9 1 309.980159704 0.766131101219 -611.737433031 -999.9 387.600727807 605.047957222 4759.93472469 329.01052353 12016.5849996 -999.9 1.79304310997 1.70260418482 -0.0686260306066
93 1 2 2391.39874407 0.739321790238 0.89802593824 1 -999.9 1 -190.325293579 1.27050382539 -991.445372689 -999.9 285.080328449 603.025963424 7307.24037296 371.638405044 12077.899457 -999.9 1.77784470745 1.68968112812 0.0951572371675
94 1 2 2267.67988575 0.913010818884 1.17573240567 1 -999.9 1 78.7751897316 1.21584823204 -523.499945685 -999.9 418.891443066 605.615991878 6729.14826955 338.506842879 12097.2988719 -999.9 1.77322438626 1.72416044693 -0.023163045491
95 1 2 2473.17281035 1.082887412 1.0533959704 1 -999.9 1 97.1478644609 0.522217385704 -573.634568272 -999.9 304.957070786 604.836412648 6766.99376098 247.206605124 12371.5658698 -999.9 1.79012761182 1.68255106979 -0.0645428507383
96 1 2 2465.07517072 0.969965796079 1.08569916788 1 -999.9 1 179.494475279 0.623962964143 -887.198240545 -999.9 390.115868716 604.533804273 3553.34527782 268.825635341 12348.1614265 -999.9 1.74922054744 1.71090790243 -0.0622754465789
97 1 2 2582.49555214 0.736691516035 1.26014429145 1 -999.9 1 301.754239463 0.967879794189 -767.630075834 -999.9 578.22186463 603.665658315 4761.39424362 294.588181423 12129.8225178 -999.9 1.69595996756 1.70157241698 -0.140924546216
98 1 2 2490.52555256 0.944643924432 1.21743823998 1 -999.9 1 373.494216505 0.421237881572 -863.086853317 -999.9 377.055201016 605.219816859 7330.17666903 257.197379696 12329.2248116 -999.9 1.76345159608 1.71071417689 -0.142338246328
99 1 2 2179.98791323 0.841033075837 1.02339779142 1 -999.9 1 484.53021821 0.353641719983 -596.489192577 -999.9 253.336533702 602.650102074 5517.33139428 226.488015401 12162.1447193 -999.9 1.73335638844 1.72014163659 0.0550280240394
140 1 2 481.635803717 0.824459390109 2.38044324935 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -11.8242353521 -40.3854937995 1050.60089437 339.558922193 851.096614225 -999.9 -0.248641272393 -0.200821830221 0.149966993927
141 1 2 629.948364262 0.955427115737 2.12728455636 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 92.101491318 -40.9483000226 1858.81439291 307.36684246 726.790576551 -999.9 -0.212379959214 -0.188887310659 0.306707960883
142 1 2 654.066943222 0.879497106886 2.56408699593 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 44.4753126482 -40.4111952904 367.212792074 189.99946991 808.5773825 -999.9 -0.151027108461 -0.234837666616 0.272982140472
143 1 2 575.379967267 0.996801255089 2.41503579786 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -161.241302091 -39.7227160772 1508.434298 189.870953399 819.963711685 -999.9 -0.282720665416 -0.244358802823 0.231071236221
144 1 2 612.83541655 1.04307520976 2.47449053096 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 -3.08280419917 -40.320219313 1812.23705223 295.013603492 999.320729839 -999.9 -0.185433479992 -0.172349635759 0.308451453506
145 1 2 668.856629103 0.926093297917 2.41391346871 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 73.0523890568 -40.7968749618 1325.13966283 183.298967276 706.449261887 -999.9 -0.266396847007 -0.182605572251 0.131709756798
146 1 2 638.852986989 0.961709753887 2.15527833942 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 47.0293653745 -41.9042344018 1978.35666483 89.0607951768 847.801508445 -999.9 -0.317531823877 -0.230506979079 0.279949614388
147 1 2 507.545438109 0.911687769534 2.11082337047 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 18.7765938621 -43.5370653619 939.74759534 433.939794877 680.296087032 -999.9 -0.157167373144 -0.207869900504 0.323822148427
148 1 2 712.4181097 0.864321168046 2.1561394525 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 34.7480101917 -40.7202347624 594.675691249 196.711809277 655.406570103 -999.9 -0.203315604117 -0.192636543527 0.307111729917
149 1 2 824.667198936 0.757213387997 2.21999822354 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 64.5635141359 -38.5667597189 -1498.99402039 345.268820841 632.338935368 -999.9 -0.225837392861 -0.199696609228 0.260121599309
200 1 2 7713.63641962 0.920696549729 1.0426663525 1 -999.9 1 1491.9142839 -0.0281046596926 -505.907934219 -999.9 1398.52408967 1768.86236522 10735.19542 420.898984907 26484.8693518 -999.9 1.13657336893 1.2044525167 -0.156936053461
201 1 2 7803.70403616 1.11870101984 1.12948682613 1 -999.9 1 1378.65255673 0.236045340367 -252.614625212 -999.9 1449.64650545 1769.89828355 11304.7520091 360.197882797 26625.9096339 -999.9 1.20638428012 1.20088232466 -0.0150471655816
202 1 2 7817.25518417 0.876084005646 1.33337247667 1 -999.9 1 1599.73384929 -0.100288946672 -295.521011598 -999.9 1505.5796319 1770.11628573 12493.5582902 251.938069224 26525.7455429 -999.9 1.25076021444 1.18499399083 -0.18037430836
203 1 2 7925.95492305 0.924220734881 1.02551249106 1 -999.9 1 1138.15205158 -0.0123133404413 -431.312194373 -999.9 1351.17202179 1769.96975996 10845.0484656 336.355113121 26569.119909 -999.9 1.16760432371 1.17637644187 -0.093611101249
204 1 2 7708.33197122 0.788505868979 1.0994366976 1 -999.9 1 1096.50747893 -0.174177708803 -508.007941597 -999.9 1476.38483399 1767.37462087 11772.3095513 251.039653722 26522.0488223 -999.9 1.20007736639 1.20733601379 -0.0616784586769
205 1 2 7662.33950312 1.09899326046 1.33191799569 1 -999.9 1 1435.75033947 -0.255157675245 -553.02654848 -999.9 1378.07070651 1769.33463918 12168.524123 153.473481842 26524.6004185 -999.9 1.26639272119 1.20427234512 -0.105031370096
206 1 2 7725.97797403 1.05254661291 1.17286666925 1 -999.9 1 1248.82844721 0.140878122533 -283.559277172 -999.9 1526.15344309 1767.82662666 11535.9122078 136.317134203 26559.3545889 -999.9 1.24107338369 1.18950030022 0.00923750396905
207 1 2 7623.98821024 0.93369838101 1.20433854849 1 -999.9 1 1286.68597886 -0.33073040552 -472.029991005 -999.9 1313.52225895 1770.51924147 11159.0071665 260.141416857 26405.6553662 -999.9 1.23842668607 1.14334604625 -0.170276927462
208 1 2 7621.23950093 1.024537765 1.17720447707 1 -999.9 1 1595.67169683 0.165775059497 -16.9067508731 -999.9 1496.7678071 1767.03892007 10699.81427 372.277078949 26512.4289335 -999.9 1.24918461829 1.17856111038 -0.048992062289
209 1 2 7733.62395747 0.950052561518 1.17597384583 1 -999.9 1 1226.78929697 0.052364025265 -614.127167187 -999.9 1381.36596659 1769.1353469 10319.0211521 379.291507307 26362.142395 -999.9 1.15245554681 1.18337557983 -0.0149163658995
210 1 2 708.467871277 1.0478457117 0.982664189115 2 670.498798456 0 -999.9 -999.9 -999.9 0.97620689249 504.102451339 843.424704843 2737.86546991 433.793900031 3486.2200183 -999.9 1.78278626762 1.76009631307 0.0209778184238
211 1 2 701.741215615 0.995032315468 0.727966618352 2 734.089664843 0 -999.9 -999.9 -999.9 0.962391413329 410.718777967 843.365660227 2501.12903138 475.585091945 3390.51128604 -999.9 1.75776818023 1.76627252148 0.0122148060893
212 1 2 547.960076663 1.0560498354 0.477587574534 2 638.77819436 0 -999.9 -999.9 -999.9 0.957524779767 539.914446681 842.585087616 368.295171496 334.071347129 3416.93763527 -999.9 1.70205142494 1.74013730371 0.109327391403
213 1 2 525.909920631 1.16149593206 0.806489614188 2 702.384965908 0 -999.9 -999.9 -999.9 1.04072950596 469.821678757 842.990673316 3000.3684328 351.387492074 3146.47449729 -999.9 1.74261304077 1.74390090865 -0.00151248527778
214 1 2 674.370038482 0.967487641924 0.785387663806 2 610.360475481 0 -999.9 -999.9 -999.9 0.979292800208 585.666715914 842.071689735 2841.16206664 212.029605145 3264.23799611 -999.9 1.76629130387 1.72657495679 -0.0263235825965
215 1 2 676.289511 0.942430429005 0.413766978568 2 419.459226815 0 -999.9 -999.9 -999.9 1.06752456518 492.794521506 841.836883412 1637.19821229 371.430825624 3546.71982561 -999.9 1.74803375767 1.76980333194 0.108587751466
216 1 2 683.68167359 0.897115409634 0.989895670838 2 252.829636087 0 -999.9 -999.9 -999.9 0.938900178795 450.185797651 842.728474932 4085.65131268 260.56596485 3582.88181826 -999.9 1.67285964216 1.74009431126 -0.0361030027707
217 1 2 550.476113234 1.07557803634 0.685611467435 2 644.135064393 0 -999.9 -999.9 -999.9 1.09885975704 457.733578108 842.090605862 1966.32524001 223.84065672 3528.34457184 -999.9 1.74180856259 1.75863131995 -0.0117102752802
218 1 2 695.926549694 1.03832324106 1.01851961838 2 626.895326412 0 -999.9 -999.9 -999.9 0.934499788145 521.291416694 842.255443409 1592.48936632 361.172230607 3464.94646465 -999.9 1.70495643697 1.76193106999 -0.0320074433773
219 1 2 798.270920609 0.952660371596 0.600519803638 2 878.308244029 0 -999.9 -999.9 -999.9 1.10221093166 330.648130846 842.655770018 1379.92522233 454.106059965 3469.56915992 -999.9 1.79989275171 1.78015775122 0.06739370781
220 1 2 549.571696542 0.817489364025 -0.104963577625 2 -999.9 1 519.942040648 0.0998815096028 -2934.99990845 -999.9 964.074948633 250.389765108 1819.34325178 258.709620574 8094.76472251 -999.9 1.05426127502 1.19925656545 -0.0302119532433
221 1 2 917.161536099 0.769845923502 -0.250582003221 2 -999.9 1 985.084982198 0.183051383046 -2934.99990845 -999.9 785.234590922 251.879588864 2042.61463802 397.363216351 8150.802994 -999.9 1.0504362569 1.16025308575 0.0566170562079
222 1 2 735.055637259 0.675987922709 0.0309215010312 2 -999.9 1 476.566992844 0.846431376728 -2934.99990845 -999.9 707.219679803 252.910485679 992.789025883 326.16732496 8096.05400797 -999.9 1.14160659654 1.20397387014 -0.0855567230117
223 1 2 631.281437753 0.899736951317 -0.0818362909486 2 -999.9 1 443.810682574 0.659569585107 -2934.99990845 -999.9 838.537935882 253.806678714 2601.90909896 235.418819615 7942.01830316 -999.9 1.06932709326 1.14574007912 -0.148473534428
224 1 2 714.472611509 0.78121151212 -0.195473755337 2 -999.9 1 559.995015902 0.496943700127 -2934.99990845 -999.9 859.760440744 252.759478509 1549.39483753 383.946467999 8057.93950617 -999.9 1.07899138765 1.16833037205 0.0858057329438
225 1 2 741.720007518 0.684625882933 -0.134055261015 2 -999.9 1 611.449287874 0.36094900418 -2934.99990845 -999.9 683.094512397 251.694372747 3248.49852708 443.254159654 8176.1990086 -999.9 1.00959626489 1.21479573942 0.0543850820626
226 1 2 661.206779238 0.59408514337 -0.0330071914905 2 -999.9 1 460.354157556 0.448231999504 -2934.99990845 -999.9 773.81097138 252.516862225 2390.99886749 317.415613664 7993.64752514 -999.9 1.07868245092 1.18692351711 -0.0562543076064
227 1 2 762.070623737 0.769376026699 -0.127351284586 2 -999.9 1 530.880684058 0.921505837173 -2934.99990845 -999.9 951.255662671 251.853213185 1601.98594855 262.992057097 8033.20221986 -999.9 1.11146294916 1.16998172496 -0.0603566464708
228 1 2 752.473162711 0.821511761296 -0.239895651373 2 -999.9 1 650.308184104 0.875112103328 -2934.99990845 -999.9 889.30098625 252.462215735 1883.33467129 373.926461851 8019.04723739 -999.9 1.06045181935 1.17185664249 0.0204257787465
229 1 2 751.808471847 0.722458324908 0.0708400306525 2 -999.9 1 706.35172762 0.504094128552 -2934.99990845 -999.9 919.06145876 254.431616401 2437.74101929 368.317492569 8071.29224575 -999.9 1.11010414 1.20558621163 0.0500429529025
300 1 2 4096.82084242 0.82435294264 0.845181625852 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 156.377216437 -999.9 5825.5955888 413.596035031 16117.2498698 -999.9 0.491613734704 0.441713669817 -0.00522683326206
301 1 2 3756.92031937 0.883729458924 0.959825620009 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 235.742473694 -999.9 5433.80212723 493.426239605 16080.9327491 -999.9 0.430739731155 0.433211528617 0.0464445801167
302 1 2 3924.93788565 0.962267162697 1.23830224191 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 272.791622803 -999.9 5235.93423149 366.647865765 16184.4773861 -999.9 0.457594657502 0.465774107068 0.0563871356022
303 1 2 4053.40778704 1.17353513071 0.854615924601 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 145.821633733 -999.9 6315.74576278 388.135223615 16137.9000127 -999.9 0.488477348619 0.462433686019 -0.0542463082639
304 1 2 3787.8415969 1.0307598114 0.612511330451 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 187.513476856 -999.9 6151.75332602 536.035281153 16055.7401177 -999.9 0.520328314351 0.443776211068 -0.197517444822
305 1 2 3880.15881299 0.965469193907 1.08345855998 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 146.586665081 -999.9 4302.70445534 489.639836466 16016.0868477 -999.9 0.570870229134 0.472384923012 -0.151089929678
306 1 2 3649.44513544 0.960879338759 0.994323320136 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 289.653149718 -999.9 4063.68136298 626.770756016 16234.8357903 -999.9 0.442283780524 0.480607189504 -0.0768334955261
307 1 2 3879.67554247 1.14497263161 0.827325681524 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 162.57420023 -999.9 7438.7925418 331.003068214 15882.5782723 -999.9 0.484821248557 0.494632598962 0.0373558046092
308 1 2 3776.74269124 1.00781452511 0.827512331936 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 290.871146283 -999.9 6712.28496576 416.328448554 15968.2106876 -999.9 0.450255740737 0.461086289813 -0.207897753603
309 1 2 3755.88905967 0.923904108482 0.9427295399 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 114.605192697 -999.9 5292.30473828 537.157786365 16132.0144155 -999.9 0.455526792482 0.451938909598 -0.227001501136
340 1 2 777.075191846 0.635867005831 0.479106914066 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 313.038804465 15.4768001308 7454.69965995 441.585565086 1528.96503191 0.84254111227 -0.0580312448158 -0.117660600889 0.180931772402
341 1 2 779.923663128 0.67933226632 0.192249259354 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 130.631794395 15.0181779961 5574.20984595 525.299561179 1475.61462941 0.868902664779 -0.0441439827155 -0.0600509690853 0.159778056421
342 1 2 724.424968917 0.723614361561 0.469864971749 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 245.519010518 15.3833479736 6645.7276422 491.56951737 1466.16693057 0.79674892012 -0.0201318108508 -0.0776124032744 0.585006722829
343 1 2 786.75458172 0.698980472974 0.164489201652 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 200.286220405 15.4760607695 6813.05367433 435.087607378 1255.73437773 0.919737318903 -0.201042713209 -0.127882645104 0.314359030314
344 1 2 756.724066732 0.782613367867 0.260592954583 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 162.748285561 15.3403260185 7426.29041516 269.206357039 1255.4112236 0.920683373631 -0.0498019934483 -0.0484231514066 0.449981500298
345 1 2 662.651256079 0.694292230937 0.228281846829 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 149.308418135 15.0041461867 6503.40223531 110.487783105 1342.16045411 0.738940352782 -0.0236473640207 -0.112152653042 0.391616863516
346 1 2 803.448071497 0.595559766945 0.184808456119 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 195.738682799 15.7703038378 5226.22298342 416.124555163 1303.36950854 0.646448269609 -0.0207484421574 -0.13286858307 0.395674681595
347 1 2 784.503857259 0.651611511626 0.451533256727 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 238.020986885 15.2006032396 5843.35258035 377.871730043 1486.8536271 1.16884002136 -0.14039193458 -0.125150411362 0.530936676078
348 1 2 706.639812803 0.548488686288 0.29254354657 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 160.663982693 15.4343229997 6382.11974115 332.59557886 1294.85243396 0.670159414783 -0.0500858322569 -0.10153406001 0.209700932959
349 1 2 802.6116047 0.736414333598 0.305849575079 0 -999.9 0 -999.9 -999.9 -999.9 -999.9 78.6843530561 17.1072996078 6758.09123306 441.35666788 1357.6691987 0.759537584285 -0.129122879158 -0.111769405289 0.514828751101
350 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 0.929409400787 1522.92410141 347.696309884 8185.60654801 216.047201283 17623.7395544 -999.9 2.30778817057 2.4567634963 0.468326830317
351 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 0.973160502666 1497.59497666 345.659632675 7073.31939272 86.1978958603 17812.9494598 -999.9 2.37173784918 2.4636093641 0.337134255703
352 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 0.936426373202 1535.89095505 349.521038141 7506.46983928 236.545534642 17753.634064 -999.9 2.43942959022 2.45881732999 0.436999457236
353 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 1.00687810334 1586.42886869 348.413938708 7941.25982604 248.582526031 17677.613206 -999.9 2.38925375186 2.4809246547 0.260384825187
354 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 1.00778552844 1489.09317214 346.914058657 8174.33465922 183.725004014 17815.6321116 -999.9 2.35274323736 2.45200815634 0.411138043268
355 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 0.948032335646 1480.54103786 347.068595665 7918.62515125 195.550123792 17639.7360818 -999.9 2.33368141666 2.47873618442 0.545786325582
356 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 1.06585238415 1544.72986149 348.226361259 8318.05493402 162.746885446 17777.5486331 -999.9 2.39264158096 2.45199039114 0.589201265574
357 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 0.937002894914 1551.04936452 347.950423072 6684.25114869 252.042634157 17847.5938204 -999.9 2.31699378091 2.49292250323 0.497493215921
358 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 1.02711690277 1586.51804957 349.053259367 8270.97890384 281.372879144 17887.3239344 -999.9 2.34819947671 2.45816444283 0.453149889109
359 1 2 -999.9 -999.9 -999.9 -999.9 -999.9 0 -999.9 -999.9 -999.9 0.9465690372 1429.12266004 347.834221051 8756.43987503 32.7306510919 17638.7804923 -999.9 2.4717966104 2.49761314686 0.5586227763
360 1 2 4107.69749699 0.716654320667 -0.920882138796 2 -999.9 1 743.465962127 1.28917693604 -1019.79213922 -999.9 535.768670391 455.353988059 8812.03856308 534.8709224 9312.98693262 -999.9 1.52731794395 1.64558209956 0.0452264314425
361 1 2 4235.71744674 0.871393164676 -1.00684710082 2 -999.9 1 272.86134879 0.825359697221 -749.098594368 -999.9 651.29484722 454.86405161 10386.0429986 599.237556159 9387.15279791 -999.9 1.63452773196 1.61053130974 -0.0847361772267
362 1 2 4156.76165599 0.744200772347 -1.27158181882 2 -999.9 1 413.822334083 0.918870018329 -1120.27885547 -999.9 493.394040208 454.346804549 10215.0154392 460.706832937 9429.35364476 -999.9 1.67700966317 1.6665424547 0.163725454023
363 1 2 4321.11574401 0.679076274903 -1.10128230345 2 -999.9 1 367.504106561 1.27911639995 -979.833548802 -999.9 630.097453253 452.212342469 7894.30626005 390.175145534 9400.87991684 -999.9 1.51420603076 1.62206229269 0.152237824222
364 1 2 4357.66947608 0.669369280546 -1.06419070626 2 -999.9 1 615.306586359 1.38253418975 -573.691201525 -999.9 595.090056541 453.733007767 9828.87463505 399.957603168 9479.94757664 -999.9 1.60155859143 1.64259707223 -0.0481204056491
365 1 2 4268.00684709 0.807849719748 -1.21175845989 2 -999.9 1 524.643423772 1.66163797228 -958.817631345 -999.9 496.913151622 452.211672719 8553.63206857 386.162091335 9427.27481598 -999.9 1.60761833815 1.6490737477 0.202370255241
366 1 2 4064.91905617 0.755852422316 -0.86311614938 2 -999.9 1 784.56427544 1.41044433042 -1098.80775117 -999.9 514.08688863 455.730847189 8938.75310606 424.392727679 9529.58504373 -999.9 1.62477882558 1.59699160155 0.0518957485776
367 1 2 4338.23486467 0.8351869361 -1.01054373176 2 -999.9 1 372.753489746 1.16467838022 -995.300966095 -999.9 681.152191748 453.94133724 9334.89123628 473.599487883 9409.34375131 -999.9 1.59550690617 1.60810917094 -0.0299078730616
368 1 2 4203.35953267 0.694445206477 -0.998557549004 2 -999.9 1 714.93439186 0.872575189362 -469.17934787 -999.9 628.386470397 455.111649297 8267.25715111 505.913162224 9484.09475333 -999.9 1.66790852692 1.66267278982 0.165790349468
369 1 2 4198.72147952 0.897139607742 -0.910019091155 2 -999.9 1 679.637568233 1.33402511048 -437.593996315 -999.9 627.047296948 455.339691115 8696.80467004 471.979099568 9608.46823647 -999.9 1.60327455088 1.64435174472 0.141490754149
400 1 2 196.933380971 0.907197039296 2.86481969108 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 314.223918901 616.146177311 1058.59096701 258.578453466 1793.39851289 -999.9 1.20121059482 1.1883443694 -0.257203054451
401 1 2 99.2236946151 1.00446299617 2.98586587746 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 349.038688558 616.851599893 1042.09290533 490.18154131 2002.06772765 -999.9 1.12010759729 1.09808935442 -0.348688711123
402 1 2 155.591409309 1.04088961524 3.23862429851 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 127.428340175 616.525291418 -106.630223539 364.902247904 1727.2833147 -999.9 1.14672273094 1.12901150869 -0.240157143655
403 1 2 95.247215336 0.889192779974 2.88071221474 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 167.561541502 616.920086049 -657.414576671 463.859103501 1770.66282622 -999.9 1.11472994149 1.12474184965 -0.214593453961
404 1 2 332.205423432 0.931527876062 2.91566781501 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 432.139884654 614.852188234 240.90566865 432.915964737 2006.71669972 -999.9 1.16392704478 1.13124003338 -0.282365132918
405 1 2 287.378413263 0.989648995572 2.7495225861 1 -999.9 0 -999.9 -999.9 -999.9 -999.9 210.465401277 617.084102402 -63.224388022 244.04041435 1821.71204019 -999.9 1.09647783695 1.11834200532 -0.252149926336
